midi_name,game_name,key_signature,harmonic_reduction
amigo03.mid,sonic1,b minor,"['-', '-', 'v', 'i7', 'i7', 'iv65', 'iv53', '-VII53', '-VII53', 'i43', 'i7', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv7', '-VII7', 'vii', 'III42', 'III53', '-VI7', '-VI7', 'iv65', 'iv53', 'ii', 'iv', 'i42', 'i42', 'III53', 'i53', 'iv42', 'iv7', 'ii53', '-VII53', 'III53', 'III53', 'i53', 'i53', 'iv43', 'iv53', 'ii42', 'iv', 'i53', 'III64', 'i7', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv42', 'iv7', '-VII65', '-VII7', 'III42', 'III53', '-VI43', '-VI7', 'iv42', 'iv53', 'ii7', 'iv', 'i53', 'i42', 'i43', 'i53', 'iv53', 'iv7', '-VII43', '-VII7', 'III53', 'III53', '-VI43', 'i53', 'iv53', 'iv53', 'ii7', 'iv', 'i6', 'i6', 'i7', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i7', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53']"
amigo04.mid,sonic1,b minor,"['-', '-', 'v', 'i7', 'i7', 'iv65', 'iv53', '-VII53', '-VII53', 'i43', 'i7', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv7', '-VII7', 'vii', 'III42', 'III53', '-VI7', '-VI7', 'iv65', 'iv53', 'ii', 'iv', 'i42', 'i42', 'III53', 'i53', 'iv42', 'iv7', 'ii53', '-VII53', 'III53', 'III53', 'i53', 'i53', 'iv43', 'iv53', 'ii42', 'iv', 'i53', 'III64', 'i7', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv42', 'iv7', '-VII65', '-VII7', 'III42', 'III53', '-VI43', '-VI7', 'iv42', 'iv53', 'ii7', 'iv', 'i53', 'i42', 'i43', 'i53', 'iv53', 'iv7', '-VII43', '-VII7', 'III53', 'III53', '-VI43', 'i53', 'iv53', 'iv53', 'ii7', 'iv', 'i6', 'i6', 'i7', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i7', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53']"
amigo2.mid,sonic1,D major,"['ii42', 'i', 'iii', 'IV', 'IV', 'i', 'iii', 'iv', 'iv', 'I53', 'iii', 'iv', 'iv', 'I53', 'v', 'iv', 'vi', 'i43', 'ii43', 'IV7', 'vi', 'v', 'I', 'I', 'ii', 'v', 'v', 'ii', 'vi65', 'v', 'v', 'vi', 'vi7', 'v', 'i', 'i', 'IV64', 'IV53', 'I', 'I', 'v', 'v', 'ii', 'iv43', 'i', 'i', 'i', 'ii', 'v', 'v', 'ii', 'I64', 'v', 'vi', 'i', 'v', 'I', 'I53', 'IV', 'IV', 'v42', 'I53', 'I64', 'v7', 'v', 'iii42', 'I', 'i', 'i', 'i', 'i', 'i']"
amigo3.mid,sonic1,a minor,"['i53', 'V', 'i53', 'V', 'i53', '-VII', '-VI', 'i65', 'i65', 'i53', 'V', 'i53', 'V', 'i53', '-VII', '-VI', 'i65', 'i65']"
AMIGOS-1.MID,sonic1,F major,"['ii', 'IV6', 'vii', 'I64', '#i6', 'IV6', 'vii', 'I64', 'vi64', 'IV6', 'vii', 'I64', '#i6', 'IV6', 'vii', 'I64', 'I64', 'I53', 'I64', 'I64', 'I64', 'I53', 'I64', 'I64', 'i', 'IV6', 'IV6', 'vii6', 'V42', 'I53', 'I53', 'I64', 'I64', 'I53', 'I64', 'I64', 'I64', 'I53', 'I64', 'I64', 'i', 'IV6', 'IV6', 'vii6', 'V42', 'iii', 'I53', 'i', 'IV53', 'IV64', 'IV64', 'vii43', 'vii', 'I64', 'I53', 'vi53', 'vi53', 'IV6', 'IV6', 'vii6', 'vii64', 'i', 'iii65', 'iii6', 'I42', 'IV64', 'IV64', 'vii43', 'vii', 'I64', 'I53', 'vi53', 'vi53', 'IV6', 'IV6', 'vii6', 'vii64', 'I64', 'I53', 'I64', 'I64', 'IV53', 'vii', 'I64', '#i6', 'IV6', 'vii', 'I64', 'vi64', 'IV6', 'vii', 'I64', '#i6', 'IV6', 'vii', 'I64', 'I64', 'I53', 'I64', 'I64', 'I64', 'I53', 'I64', 'I64', 'i', 'IV6', 'IV6', 'vii6', 'V42', 'I53', 'I53', 'I64', 'I64', 'I53', 'I64', 'I64', 'I64', 'I53', 'I64', 'I64', 'i', 'IV6', 'IV6', 'vii6', 'V42', 'iii', 'I53', 'i', 'IV53', 'IV64', 'IV64', 'vii43', 'vii', 'I64', 'I53', 'vi53', 'vi53', 'IV6', 'IV6', 'vii6', 'vii64', 'i', 'iii65', 'iii6', 'I42', 'IV64', 'IV64', 'vii43', 'vii', 'I64', 'I53', 'vi53', 'vi53', 'IV6', 'IV6', 'vii6', 'vii64', 'I64', 'I64', '#i6', 'iii', 'V53', '#i', 'II64', '#ii6', 'V6', '#i', 'II64', 'vii64', 'V6', '#i', 'II64', '#ii6', 'V6', '#i', 'II64', 'II64', 'II53', 'II64', 'II64', 'II64', 'II53', 'II64', 'II64', 'ii', 'V6', 'V6', '#i6', 'VI42', 'II53', 'II53', 'II64', 'II64', 'II53', 'II64', 'II64', 'II64', 'II53', 'II64', 'II64', 'ii', 'V6', 'V6', '#i6', 'VI42', '#iv', 'II53', 'ii', 'V53', 'V64', 'V64', '#i43', '#i', 'II64', 'II53', 'vii53', 'vii53', 'V6', 'V6', '#i6', '#i64', 'ii', '#iv65', '#iv6', 'II42', 'V64', 'V64', '#i43', '#i', 'II64', 'II53', 'vii53', 'vii53', 'V6', 'V6', '#i6', '#i64', 'II', 'vii64', 'V6', '#i64', 'II53', 'vii64', 'V6', '#i64', 'II64', 'vii64', 'V6', '#i64', 'II64', 'vii64', 'V6', '#i64', 'II64', 'II64', 'II64', 'ii', 'V64', 'V64', '#i43', '#i', 'II64', 'II53', 'vii53', 'vii53', 'V6', 'V6', '#i6', '#i64', 'ii', '#iv65', '#iv6', 'II42', 'V64', 'V64', '#i43', '#i', 'II64', 'II53', 'vii53', 'vii53', 'V6', 'V6', '#i6', '#i64', 'II64', 'II53', 'II64', 'II64', 'II53']"
AMIGOS-2.MID,sonic1,C major,"['-iii', 'v', 'IV', 'vi65', 'i7', 'ii', 'IV', 'IV64', 'IV64', '-VII6', 'iv43', 'IV64', 'IV64', 'IV64', 'iii', 'ii42', 'I', 'IV64', 'v43', 'I53', 'IV7', 'iv', 'IV64', '-VII6', 'IV53', 'IV64', 'IV64', 'IV64', '-VII', 'IV64', 'IV64', 'IV64', 'IV64', 'iii42', 'IV53', 'I', 'IV64', 'ii53', 'I53', 'IV7', 'v42', 'IV64', '-VII6', 'IV64', 'II7', 'V64', 'iii42', 'I', 'V64', 'V64', 'V64', 'iii53', 'I', 'iii42', 'II6', 'V64', 'vi43', 'v', 'vii6', 'II', 'V64', 'I6', 'iii', 'iii', '#iv7', '#iv7', '#iv42', 'iii43', 'I', 'V64', 'iii53', 'II65', 'V64', 'I64', 'v', 'iii53', 'II65', 'V64', 'V6']"
Amigos-Para-Siempre.mid,sonic1,F major,"['IV6', 'iii6', 'IV', 'I64', 'IV6', 'I64', 'IV6', 'I64', 'I64', 'I64', 'I64', 'IV6', 'vii6', 'I64', 'I64', 'I64', 'I64', 'I64', 'IV6', 'V42', 'I53', 'i', 'IV64', 'vii6', 'I53', 'vi64', 'vii6', 'iii65', 'iii6', 'IV64', 'vii6', 'vi53', 'IV6', 'vii6', 'I64', 'I64', 'vii64', 'vi42', 'vii64', 'IV6', 'I43', 'IV', 'I64', 'I64', 'I64', 'I64', 'I', 'ii53', 'iii', 'I64', 'I53', 'I64', 'iii', 'vi65', 'vii6', 'iii', 'I', 'IV53', 'IV53', 'I64', 'vi64', 'IV6', 'V53', 'I53', 'IV64', 'vii43', 'I64', 'vi64', 'IV64', 'iii65', '#i6', 'V', 'II64', 'V53', 'vii64', 'V', '#ii', 'v7', 'II64', 'II64', 'II64', 'II64', 'V6', '#i6', 'II64', 'II64', 'II64', 'II64', 'II64', 'V6', '#iv', 'II64', 'V53', 'V64', 'II64', 'vii53', 'V6', '#i6', '#iv65', 'V64', '#i43', 'II64', 'vii64', 'V64', 'II', 'vii', 'vii64', '#i64', 'vii64', '#i', 'vii64', 'VI53', 'II64', 'V64', '#i6', 'II53', 'V6', '#i6', '#iv65', '#iv6', 'V53', 'II', 'vii53', 'V6', '#i64', 'II64', 'II64', 'ii']"
amigos.mid,sonic1,b minor,"['-', '-', 'v', 'i7', 'i7', 'iv65', 'iv53', '-VII53', '-VII53', 'i43', 'i7', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i', 'iv42', 'iv7', 'ii53', '-VII53', 'III53', 'III53', 'i53', 'i53', 'iv43', 'iv53', 'ii42', 'iv', 'i53', 'III64', 'i7', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i7', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53', 'i53', 'i53', 'iv43', 'iv43', 'vii43', '-VII7', 'i43', 'i53']"
Amigos1.mid,sonic1,E- major,"['-', '-', 'I53', 'vi', 'vi42', 'ii', '#iii42', 'iii6', 'ii', 'V64', 'I53', 'vi64', 'vi43', 'ii', '#iii42', 'iii6', 'ii7', 'V64', 'I53', 'ii', 'I', 'I53', 'I53', 'I53', 'I53']"
amigosparasempre.mid,sonic1,F major,"['i', 'I', 'iv', 'i', 'i', 'I53', 'iv', 'i', 'i', 'I', 'i', 'I', 'i', 'ii42', 'ii42', 'I', 'I', 'I', 'I53', 'I', 'i', 'ii42', 'i', 'I53', 'i', 'iv', 'IV', 'i', 'vi53', 'ii53', 'V53', 'iv', 'I53', 'IV53', 'IV', 'I53', 'vi53', 'ii', 'v7', 'IV53', 'i', 'I53', '-', '-', '-']"
amill2on.mid,sonic1,a minor,"['v', 'v65', 'v', 'v65', 'v', 'i', 'v', 'iv', 'v', 'v7', 'v', 'iv', 'v', 'v', 'iv', 'iv', 'ii', 'ii', 'v', 'v', 'v', 'v', 'iv', 'iv', 'i', 'i', 'III53', 'IV53', 'i', 'ii', 'v53', 'iv', 'v', 'v7', 'v', 'i', 'v', 'ii', 'v', 'iv', 'v', 'v', 'iv', 'iv', 'ii', 'ii', 'v', 'v', 'v', 'v', 'iv', 'iv', 'i', 'i', 'III53', 'IV53', 'i', 'ii', 'v53', 'iv', 'v', 'v7', 'v', 'i', 'v', 'ii', 'v64', 'iv', 'v', 'iv', '#vi42', 'v7', 'v', 'v', 'v7', 'v7', 'i', 'i', 'IV', 'IV', 'i', 'i', '#vi53', 'i', 'ii', 'v64', 'III7', 'v64', 'iv', 'v53', 'iv', 'v', 'v7', 'v', 'i', 'v', 'ii', 'v43', 'v42', 'v43', 'iv', 'v43', 'iv', 'v43', 'ii65', 'v', 'i', 'v', 'v', 'v', 'v', 'v', 'ii', 'v43', 'III', 'v43', 'iv', 'v43', 'III', 'v43', 'iv', 'v', 'i', 'v', 'iv', 'v']"
amillion.mid,sonic1,C# major,"['-', '-', '-iv', '-i53', 'v65', 'v65', 'i42', '--iii', 'iv', 'i43', '-iv', 'v65', '--VII53', '--iii', 'iv42', '--iii', 'i43', '-i', 'v65', '--VII6', 'i42', 'iv42', 'i', 'v7', '-iv', '-iv', '--vii', '-i6', '-i64', '--iii', '-iv', '-iv', '-iv', '--vii', '-i', '-i64', '--iii', '-iv', '--iii', '--iii', '-i64', 'iv43', '-iv', '-i53', 'v43', 'v42', '--iii', '--iii', '-i64', '-iv', '--iii', 'v43', 'v65', '--iii', 'i42', 'i42', 'i42', '--iii', 'v43', 'v43', '--iii', '--iii', 'i42', 'iv', '-iv', '-iv', '--vii', 'iv7', 'iv7', 'iv42', '-iv', '-iv', '-iv', '--vii', '--vii', '-i', 'iv42', '-iv', '--iii', '--iii', '-i64', 'iv43', '-iv', '-i53', 'v43', 'v65', '--iii', '--iii', '-i53', '-iv43', '-iv', '--iii', 'v65', '--iii', 'i42', 'i42', 'i42', '-iv', '-iv', '--vii', '--vii', 'iv42', '--iii', 'i42', '-iv', 'i42', 'i42', 'iv43', 'i42', 'i', '--iii', '--iii', '-i', '-i64', 'i', '--iii', 'v43', 'v43', '--iii', '--iii', '-i53', '-i64', '-iv', '-i53', 'v65', 'v65', '--iii', 'i42', '-iv', '-iv']"
amiloseu.mid,sonic1,B- major,"['-', '-', 'IV', 'I64', 'I64', 'I64', 'V53', 'vii6', 'vii6', 'V7', 'V7', 'V65', 'I53', 'I53', 'I64', 'I64', 'I53', 'V53', 'V64', 'V64', 'V53', 'V53', 'V64', 'I53', 'I53', 'vi64', 'IV64', 'IV53', 'I53', 'I6', 'i', 'IV53', 'IV53', 'vii', 'V65', 'V53', 'IV', 'I64', 'I53', 'V64', 'V64', 'V65', 'V53', 'V53', 'V64', 'I53', 'I', 'vi64', 'IV64', 'IV53', 'I53', 'iii', 'I64', 'IV53', 'IV53', 'IV64', 'V65', 'V7', 'IV', 'I64', 'I64', 'I64', 'vii', 'V65', 'V53', 'V53', 'V', 'vii6', 'I', 'ii42', 'vi42', 'vi42', 'vi42', '-']"
AMILOSI L.mid,sonic1,B- major,"['-', '-', 'IV', 'I64', 'I64', 'I64', 'vii6', 'V65', 'V7', 'V7', 'V53', 'I53', 'I64', 'I6', 'I64', 'V64', 'V53', 'V53', 'V53', 'V64', 'I53', 'I53', 'IV53', 'IV53', 'ii7', 'iii', 'I', 'IV53', 'IV6', 'ii42', 'vii53', 'IV', 'I64', 'I64', 'V64', 'V53', 'V53', 'V53', 'V64', 'I64', 'I53', 'IV53', 'IV6', 'I53', 'I6', 'vi', 'IV6', 'IV53', 'V7', 'V7', 'vi42', 'I64', 'I64', 'V64', 'V53', 'V53', 'V53', 'vii43', 'vii6', 'I', 'vii', 'vi42', 'vi42', 'vi42', '-']"
amilosingyou.mid,sonic1,B- major,"['-', '-', 'IV', 'I64', 'I64', 'I64', 'V53', 'vii6', 'vii6', 'V7', 'V7', 'V65', 'I53', 'I53', 'I64', 'I64', 'I53', 'V53', 'V64', 'V64', 'V53', 'v7', 'v', 'I53', 'I53', 'vi64', 'IV64', 'IV53', 'I53', 'I6', 'i', 'IV53', 'IV53', 'vii', 'V65', 'V53', 'IV', 'I64', 'I53', 'V64', 'V64', 'V65', 'V53', 'V53', 'V64', 'I53', 'I', 'vi64', 'IV64', 'IV53', 'I53', 'iii', 'I64', 'IV53', 'IV53', 'IV64', 'V65', 'V7', 'IV', 'I64', 'I64', 'I64', 'vii', 'V65', 'V53', 'V53', 'V', 'vii6', 'I', 'I', 'vi42', 'vi42', 'vi42', '-']"
